order_id,report_date,customer_name,order_level,shipping_type,area,province,city,product_type,product_sub_type,product_name,product_box,order_number,order_amt,back_point,profit_amt,price,shipping_cost,shipping_date
40480,2023/2/27 00:00,Bishop,L3,Truck,Southwest,Zhongqing,Zhongqing,Furniture,Table,Kleencut_ Forged Office Shears by Acme United Corporation,Huge Box,35,3532.96,0.08,-243.6,100.8,60,2023/3/1 00:00
40485,2021/3/19 00:00,Bishop,Others,Plain,North,Shanxi,Taiyuan,Office,undefined,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,19,5642.18,0.09,1996.68,315.98,19.99,2021/3/20 00:00
52230,2023/11/21 00:00,Bishop,Others,Train,Center,Henan,Pingdingshan,Office,undefined,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,42,580.56,0.1,163.63,14.28,2.99,2023/11/23 00:00
52288,2022/10/31 00:00,Bishop,Others,Train,Center,Hubei,Shiyan,Technique,Telephone,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,17,1954.796,0.05,98.35,140.99,4.2,2022/11/1 00:00
52423,2022/7/2 00:00,Bishop,Others,Train,Center,Hunan,Xiangtan,Technique,Machines,Kleencut_ Forged Office Shears by Acme United Corporation,Medium Box,2,1838.18,0.09,-2531.48,999.99,13.99,2022/7/3 00:00
52482,2022/4/23 00:00,Bishop,Others,Train,East,Anhui,Huaibei,Technique,Telephone,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,50,2860.93,0.03,832.62,65.99,5.26,2022/4/23 00:00
52487,2020/8/22 00:00,Bishop,Others,Train,East,Fujian,Quanzhou,Office,Envelop,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,81,5439.8755,0.06,1523.83,165.97,12.33,2020/8/23 00:00
52512,2022/9/27 00:00,Bishop,Others,Train,East,Jiangsu,Xuzhou,Technique,Telephone,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,20,1564.1615,0,682.48,85.99,2.5,2022/9/29 00:00
52512,2022/9/27 00:00,Bishop,Others,Train,East,Zhejiang,Quzhou,Office,Box,Kleencut_ Forged Office Shears by Acme United Corporation,Large Box,79,23427.87,0.13,5965.11,638.13,59.49,2022/9/29 00:00
52516,2023/3/28 00:00,Bishop,Others,Train,North,Hebei,Tangshan,Office,Paper,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,60,1449.06,0.07,388.97,37.82,14.13,2023/3/28 00:00
52518,2023/6/25 00:00,Bishop,Others,Train,North,Shanxi,Yuncheng,Office,Box,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,23,825.81,0.1,-15.87,191,20.49,2023/6/26 00:00
52519,2023/7/21 00:00,Bishop,Others,Train,Northeast,Heilongjiang,Hegang,Office,Envelop,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,34,1607.06,0.07,-51.34,64.23,68.99,2023/7/23 00:00
52576,2020/6/18 00:00,Bishop,Others,Train,Northeast,Jilin,Liaoyuan,Technique,Telephone,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,5,901.374,0.01,-648.65,205.99,2.5,2020/6/18 00:00
53312,2020/9/24 00:00,Bishop,Others,Train,Northeast,Jilin,Songyuan,Office,undefined,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,49,3065.69,0.14,917.61,152.72,21.69,2020/9/26 00:00
53411,2023/2/19 00:00,Bishop,Others,Train,Northeast,Liaoning,Shenyang,Office,Envelop,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,27,129.1,0,-59.82,4.42,4.99,2023/2/20 00:00
53637,2022/6/7 00:00,Bishop,Others,Train,Northeast,Liaoning,Yingkou,Office,Box,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,48,8295.29,0.08,2267.22,178.47,19.99,2022/6/8 00:00
53667,2023/8/8 00:00,Bishop,Others,Train,Northeast,Liaoning,Yingkou,Office,Paper,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,7,110.01,0.18,-12.4,27.71,10.42,2023/8/10 00:00
53668,2021/6/21 00:00,Bishop,Others,Train,Northwest,Gansu,Jiayuguan,Office,band,Kleencut_ Forged Office Shears by Acme United Corporation,Paperbag,87,2843.8795,0.06,828.95,69.77,4.91,2021/6/22 00:00
53797,2020/12/22 00:00,Bishop,Others,Train,Northwest,Gansu,Lanzhou,Office,Box,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,15,494.34,0.05,-30.19,31.98,6.72,2020/12/22 00:00
53798,2020/7/10 00:00,Bishop,Others,Train,South,Guangdong,Guangzhou,Office,Envelop,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,36,281.71,0.02,117.38,7.64,1.39,2020/7/15 00:00
53891,2020/4/14 00:00,Bishop,Others,Train,South,Guangdong,Meizhou,Furniture,Decorator,Kleencut_ Forged Office Shears by Acme United Corporation,Medium Box,21,210.86,0.04,5.5,9.77,6.02,2020/4/15 00:00
54912,2022/10/11 00:00,Bishop,Others,Train,South,Guangxi,Wuzhou,Office,undefined,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,66,1189.735,0.14,222.02,37.97,5.87,2022/10/18 00:00
54977,2022/9/30 00:00,Bishop,Others,Train,South,Hainan,Sansha,Office,undefined,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,45,221.06,0.02,-124.28,4.57,5.42,2022/10/4 00:00
55011,2023/3/27 00:00,Bishop,Others,Train,Southwest,Guizhou,Liupanshui,Office,Paper,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,50,295.37,0.04,-97.23,5.98,5.46,2023/3/28 00:00
55014,2022/1/22 00:00,Bishop,Others,Truck,Center,Henan,Shangqiu,Technique,Machines,Kleencut_ Forged Office Shears by Acme United Corporation,Huge Box,21,6776.92,0,1395.02,306.14,26.53,2022/1/23 00:00
55040,2020/7/3 00:00,Bishop,Others,Truck,East,Anhui,Tongling,Furniture,Chair,Kleencut_ Forged Office Shears by Acme United Corporation,Huge Box,48,14567.15,0.04,3799.59,291.73,48.8,2020/7/5 00:00
55686,2022/6/15 00:00,Bishop,Others,Truck,Northwest,Gansu,Lanzhou,Furniture,Table,Kleencut_ Forged Office Shears by Acme United Corporation,Huge Paperbag,21,3905.75,0.01,55.3,179.29,29.21,2022/6/17 00:00
55744,2023/1/10 00:00,Bishop,Others,Truck,South,Guangxi,Wuzhou,Furniture,Chair,Kleencut_ Forged Office Shears by Acme United Corporation,Huge Box,7,1211.98,0.1,-80.83,180.98,26.2,2023/1/11 00:00
56006,2022/12/22 00:00,Blake,L1,Plain,East,Zhejiang,Taizhou,Office,Paper,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,30,203.48,0.04,-71.91,6.48,6.35,2022/12/24 00:00
56032,2023/3/11 00:00,Blake,L1,Plain,North,Shanxi,Taiyuan,Office,Box,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,54,2115.9,0.07,-147.22,233.5,28.74,2023/3/11 00:00
56032,2023/3/11 00:00,Blake,L1,Plain,South,Hainan,Haikou,Office,Pen,Kleencut_ Forged Office Shears by Acme United Corporation,Paperbag,19,65.85,0.07,3.9,3.28,0.98,2023/3/13 00:00
56128,2021/10/20 00:00,Blake,L1,Train,Center,Henan,Anyang,Office,Paper,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,46,979.44,0.01,320.67,19.98,5.86,2021/10/21 00:00
56161,2023/7/6 00:00,Blake,L1,Train,Center,Henan,Luoyang,Office,Paper,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,3,22.06,0.05,-15.6,4.98,7.44,2023/7/8 00:00
57093,2023/7/24 00:00,Blake,L1,Train,Center,Henan,Zhengzhou,Office,Appliance,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,60,2598.25,0.14,614.13,84.09,10.3,2023/7/31 00:00
57121,2023/2/6 00:00,Blake,L1,Train,Center,Hunan,Yiyang,Technique,Accessory,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,34,7724.858,0.15,-92.41,416.11,92.75,2023/2/8 00:00
57127,2021/5/9 00:00,Blake,L1,Train,East,Anhui,Bangbu,Office,Paper,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,82,2648.94,0.13,706.44,61.76,18.84,2021/5/11 00:00
58113,2023/4/24 00:00,Blake,L1,Train,East,Anhui,Suzhou,Technique,Telephone,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,34,5518.5315,0.1,1111.26,205.99,8.99,2023/4/26 00:00
58117,2022/5/13 00:00,Blake,L1,Train,East,Anhui,Tongling,Office,Box,Kleencut_ Forged Office Shears by Acme United Corporation,Medium Box,56,384.21,0.14,-28.09,15.32,6.77,2022/5/14 00:00
58433,2022/9/21 00:00,Blake,L1,Train,East,Anhui,Wuhu,Office,Box,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,71,1653.259,0.18,-291.74,135.95,17.08,2022/9/23 00:00
58435,2023/7/29 00:00,Blake,L1,Train,East,Anhui,Xuancheng,Furniture,Decorator,Kleencut_ Forged Office Shears by Acme United Corporation,Paperbag,96,2194.98,0.13,956.73,65.75,8.76,2023/7/31 00:00
58470,2022/8/29 00:00,Blake,L1,Train,East,Jiangsu,Suzhou,Office,Paper,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,74,4643.2,0.1,-1588.3,101.93,79.81,2022/8/30 00:00
59207,2020/8/8 00:00,Blake,L1,Train,East,Shandong,Taian,Office,Box,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,37,2329.4,0.08,189.77,64.98,6.88,2020/8/8 00:00
59234,2023/10/20 00:00,Blake,L1,Train,East,Zhejiang,Taizhou,Technique,Fax,Kleencut_ Forged Office Shears by Acme United Corporation,Large Box,29,20872.16,0.03,-4437.91,699.99,24.49,2023/10/25 00:00
59491,2023/6/15 00:00,Blake,L1,Train,North,Hebei,Shijiazhuang,Office,Paper,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,34,840.07,0,-83.75,22.84,16.92,2023/6/18 00:00
59553,2022/2/2 00:00,Blake,L1,Train,North,Shanxi,Taiyuan,Furniture,Decorator,Kleencut_ Forged Office Shears by Acme United Corporation,Small bag,29,703.54,0.04,84.11,46.76,17.98,2022/2/4 00:00
59556,2021/3/7 00:00,Blake,L1,Train,Northeast,Jilin,Liaoyuan,Office,Box,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,17,158.19,0.09,-75.22,9.38,7.28,2021/3/8 00:00
59558,2023/10/7 00:00,Blake,L1,Train,Northeast,Liaoning,Yingkou,Furniture,Table,Kleencut_ Forged Office Shears by Acme United Corporation,Huge Paperbag,6,17.43,0.02,2.45,2.88,0.5,2023/10/10 00:00
59559,2021/12/8 00:00,Blake,L1,Train,Northwest,Ningxia,Yinchuan,Office,Appliance,Kleencut_ Forged Office Shears by Acme United Corporation,Large Box,82,33902.363,0.09,12663.41,1537.96,77.98,2021/12/8 00:00
59584,2021/8/18 00:00,Blake,L1,Train,Northwest,Shanxi,Yanan,Office,Box,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,31,701.41,0.14,-22.73,69.93,18.26,2021/8/19 00:00
59585,2023/12/14 00:00,Blake,L1,Train,South,Guangxi,Beihai,Furniture,Chair,Kleencut_ Forged Office Shears by Acme United Corporation,Large Box,34,9107.27,0.07,2463.36,276.2,24.49,2023/12/15 00:00
59982,2020/9/1 00:00,Blake,L1,Train,South,Guangxi,Beihai,Office,Appliance,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,48,385.99,0.09,-40.72,8.67,3.5,2020/9/3 00:00
59983,2024/1/4 00:00,Blake,L1,Train,South,Guangxi,Beihai,Office,Pen,Kleencut_ Forged Office Shears by Acme United Corporation,Paperbag,46,304.26,0.1,28.93,7.08,2.35,2024/1/5 00:00
59978,2020/12/30 00:00,Blake,L1,Train,South,Guangxi,Wuzhou,Office,Paper,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,48,475.82,0.06,-82.15,26.07,15.08,2020/12/31 00:00
59980,2023/10/7 00:00,Blake,L1,Train,South,Hainan,Haikou,Office,Envelop,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,22,405.31,0.15,8.62,36.15,7.71,2023/10/16 00:00
59980,2021/2/11 00:00,Blake,L1,Train,South,Hainan,Sanya,Office,undefined,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,79,15168.64,0.1,3335.99,507.35,31.19,2021/2/18 00:00
59982,2023/5/27 00:00,Blake,L1,Train,Southwest,Sichuan,Dazhou,Technique,Telephone,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,13,1289.127,0.06,-16.34,115.99,5.92,2023/5/29 00:00
59983,2021/11/27 00:00,Blake,L1,Truck,Northeast,Liaoning,Benxi,Technique,Machines,Kleencut_ Forged Office Shears by Acme United Corporation,Huge Box,17,2312.96,0.09,43.03,145.45,17.85,2021/11/29 00:00
59984,2020/7/15 00:00,Blake,L1,Truck,Northeast,Liaoning,Fuxin,Furniture,Bookshelves,Kleencut_ Forged Office Shears by Acme United Corporation,Huge Paperbag,21,2251.56,0.01,226.63,100.98,26.22,2020/7/17 00:00
59984,2022/6/13 00:00,Blake,L2,Plain,Center,Hubei,Yichang,Office,Pen,Kleencut_ Forged Office Shears by Acme United Corporation,Paperbag,13,42.27,0.01,4.56,2.84,0.93,2022/6/14 00:00
59984,2022/1/9 00:00,Blake,L2,Train,East,Anhui,Tongling,Office,Pen,Kleencut_ Forged Office Shears by Acme United Corporation,Paperbag,47,1011.79,0.17,-498.08,67.53,35.7,2022/1/16 00:00
66,2020/4/11 00:00,Blake,L2,Train,East,Jiangsu,Nantong,Office,Paper,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,39,213,0.01,-71.09,5.28,5.06,2020/4/11 00:00
70,2022/3/9 00:00,Blake,L2,Train,East,Jiangxi,Nanchang,Furniture,Decorator,Kleencut_ Forged Office Shears by Acme United Corporation,Small bag,8,17.72,0.02,-15.34,1.74,4.08,2022/3/14 00:00
96,2020/7/7 00:00,Blake,L2,Train,East,Zhejiang,Zhoushan,Furniture,Decorator,Kleencut_ Forged Office Shears by Acme United Corporation,Small bag,18,92.77,0.06,-17.91,4.91,3.05,2020/7/9 00:00
224,2020/9/7 00:00,Blake,L2,Train,East,Zhejiang,Zhoushan,Office,Pen,Kleencut_ Forged Office Shears by Acme United Corporation,Paperbag,10,19.36,0,-1.02,1.76,0.7,2020/9/8 00:00
224,2020/9/7 00:00,Blake,L2,Train,North,Beijing,Beijing ,Office,Pen,Kleencut_ Forged Office Shears by Acme United Corporation,Paperbag,62,328.1,0.12,46.59,9.86,2.93,2020/9/8 00:00
258,2022/3/20 00:00,Blake,L2,Train,North,Neimenggu,Huhehaote,Office,undefined,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,25,21752.01,0.03,9296.35,896.99,19.99,2022/3/21 00:00
548,2020/12/11 00:00,Blake,L2,Train,Northeast,Heilongjiang,Shuangyashan,Technique,Telephone,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,56,877.607,0.16,29.39,47.47,5.69,2020/12/12 00:00
833,2020/5/5 00:00,Blake,L2,Train,Northeast,Jilin,Baicheng,Office,Pen,Kleencut_ Forged Office Shears by Acme United Corporation,Paperbag,35,154,0.08,-7.08,4.63,1.93,2020/5/6 00:00
1412,2021/6/2 00:00,Blake,L2,Train,Northeast,Jilin,Changchun,Office,Scissor,Kleencut_ Forged Office Shears by Acme United Corporation,Small bag,49,103.03,0.07,-82.63,2.08,2.56,2021/6/4 00:00
1444,2021/2/25 00:00,Blake,L2,Train,Northeast,Liaoning,Zhaoyang,Furniture,Decorator,Kleencut_ Forged Office Shears by Acme United Corporation,Large Box,28,1360.82,0.06,385.03,49.34,10.25,2021/2/28 00:00
1600,2021/5/23 00:00,Blake,L2,Train,Northeast,Liaoning,Zhaoyang,Office,Appliance,Kleencut_ Forged Office Shears by Acme United Corporation,Medium Box,46,757.92,0.16,-116.53,115.31,48.75,2021/5/25 00:00
1762,2020/11/9 00:00,Blake,L2,Train,Northwest,Gansu,Jiayuguan,Furniture,Decorator,Kleencut_ Forged Office Shears by Acme United Corporation,Small bag,83,5816.36,0.05,320.06,121.73,60.22,2020/11/10 00:00
1856,2023/6/10 00:00,Blake,L2,Train,Northwest,Ningxia,Zhongwei,Office,Box,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,50,8230.77,0.05,1577.02,161.55,19.99,2023/6/12 00:00
1856,2023/6/10 00:00,Blake,L2,Train,South,Guangdong,Shaoguan,Technique,Accessory,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,38,3922.96,0.04,863.57,99.99,19.99,2023/6/11 00:00
1988,2022/12/26 00:00,Blake,L2,Train,South,Guangdong,Yangjiang,Office,Pen,Kleencut_ Forged Office Shears by Acme United Corporation,Paperbag,50,78.2,0.09,-4.56,1.68,1,2022/12/28 00:00
1991,2023/11/28 00:00,Blake,L2,Train,South,Guangxi,Hezhou,Office,undefined,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,8,50.45,0.09,-2.36,8.83,8.32,2023/11/28 00:00
2020,2021/9/10 00:00,Blake,L2,Train,South,Guangxi,Wuzhou,Office,Pen,Kleencut_ Forged Office Shears by Acme United Corporation,Paperbag,39,110.38,0.05,-4.86,2.78,1.2,2021/9/12 00:00
2146,2023/12/5 00:00,Blake,L2,Train,South,Hainan,Haikou,Office,Paper,Kleencut_ Forged Office Shears by Acme United Corporation,Paperbag,47,468.53,0.07,120.88,31.83,4.99,2023/12/7 00:00
2181,2022/12/3 00:00,Blake,L2,Truck,Center,Henan,Luoyang,Furniture,Chair,Kleencut_ Forged Office Shears by Acme United Corporation,Huge Box,37,12612.66,0.06,3325.03,350.99,39,2022/12/3 00:00
2275,2024/1/12 00:00,Blake,L2,Truck,East,Zhejiang,Taizhou,Furniture,Chair,Kleencut_ Forged Office Shears by Acme United Corporation,Huge Box,138,3942.51,0.34,-769.04,171.54,62.58,2024/1/13 00:00
2754,2020/6/23 00:00,Blake,L2,Truck,South,Guangdong,Chaozhou,Furniture,Table,Kleencut_ Forged Office Shears by Acme United Corporation,Huge Paperbag,43,5063.806,0.06,-812.96,220.93,74.64,2020/6/25 00:00
2818,2021/3/3 00:00,Blake,L2,Truck,South,Hainan,Haikou,Furniture,Chair,Kleencut_ Forged Office Shears by Acme United Corporation,Huge Box,44,3021.64,0.07,-720.2,70.98,30,2021/3/5 00:00
2978,2022/7/23 00:00,Blake,L3,Plain,Center,Hubei,Wuhan,Office,Pen,Kleencut_ Forged Office Shears by Acme United Corporation,Small bag,64,1544.5,0.1,-101.8,50.28,20.24,2022/7/25 00:00
2978,2022/7/23 00:00,Blake,L3,Plain,North,Shanxi,Datong,Office,Pen,Kleencut_ Forged Office Shears by Acme United Corporation,Small bag,11,312.36,0.07,-19.33,28.15,8.99,2022/7/24 00:00
3205,2023/7/2 00:00,Blake,L3,Plain,Northeast,Jilin,Tonghua,Office,Paper,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,19,108.21,0.08,-50.02,5.28,5.66,2023/7/2 00:00
3588,2022/6/8 00:00,Blake,L3,Plain,Northeast,Liaoning,Fuxin,Office,undefined,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,33,207.92,0.08,-124.84,6.23,6.97,2022/6/10 00:00
3591,2022/2/27 00:00,Blake,L3,Plain,South,Guangdong,Shantou,Office,Pen,Kleencut_ Forged Office Shears by Acme United Corporation,Paperbag,70,1237.59,0.12,512.04,32.61,4.62,2022/3/1 00:00
3750,2022/7/20 00:00,Blake,L3,Plain,Southwest,Zhongqing,Zhongqing,Technique,Telephone,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,43,2251.497,0.09,308.93,65.99,8.99,2022/7/22 00:00
4004,2021/7/27 00:00,Blake,L3,Train,Center,Hunan,Shaoyang,Technique,Accessory,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,45,3634.3,0.25,47.21,192.61,39.86,2021/7/28 00:00
4195,2021/8/18 00:00,Blake,L3,Train,East,Anhui,Liuan,Office,Paper,Kleencut_ Forged Office Shears by Acme United Corporation,Paperbag,51,431.29,0.19,100.52,22.48,11.82,2021/8/20 00:00
4389,2020/7/25 00:00,Blake,L3,Train,East,Jiangsu,Suzhou,Technique,Accessory,Kleencut_ Forged Office Shears by Acme United Corporation,Small bag,37,641.89,0.03,207.3,17.48,1.99,2020/7/26 00:00
4705,2023/6/12 00:00,Blake,L3,Train,East,Zhejiang,Quzhou,Furniture,Decorator,Kleencut_ Forged Office Shears by Acme United Corporation,Paperbag,32,251.51,0.06,-9.78,7.7,3.68,2023/6/14 00:00
4739,2021/5/13 00:00,Blake,L3,Train,East,Zhejiang,Zhoushan,Office,Envelop,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,22,125.57,0.03,-45.16,5.58,5.3,2021/5/17 00:00
4800,2023/3/28 00:00,Blake,L3,Train,East,Zhejiang,Zhoushan,Office,Pen,Kleencut_ Forged Office Shears by Acme United Corporation,Paperbag,46,180.56,0.1,-15.79,4.28,1.6,2023/4/2 00:00
5382,2023/4/4 00:00,Blake,L3,Train,North,Beijing,Beijing ,Furniture,Decorator,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,46,88.1,0.03,-161.61,1.76,4.86,2023/4/11 00:00
5408,2023/10/11 00:00,Blake,L3,Train,North,Neimenggu,Wulanchabu,Technique,Telephone,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,45,703.9105,0.08,-885.15,200.97,8.92,2023/10/18 00:00
5607,2023/3/23 00:00,Blake,L3,Train,North,Tianjin,Tianjin ,Office,Label,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,13,49.74,0,17.7,3.75,0.5,2023/3/26 00:00
5702,2021/11/27 00:00,Blake,L3,Train,Northeast,Heilongjiang,Haerbin,Office,Box,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,34,998.62,0.12,73.66,50.06,13.94,2021/11/29 00:00
6432,2023/1/31 00:00,Blake,L3,Train,Northeast,Heilongjiang,Hegang,Furniture,Decorator,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,62,880.37,0.11,-72.21,42.58,26.18,2023/2/2 00:00
6501,2023/4/5 00:00,Blake,L3,Train,Northeast,Liaoning,Tieling,Office,Pen,Kleencut_ Forged Office Shears by Acme United Corporation,Paperbag,36,147.71,0.05,40.04,3.98,0.7,2023/4/7 00:00
6753,2021/12/17 00:00,Blake,L3,Train,Northeast,Liaoning,Yingkou,Technique,Accessory,Kleencut_ Forged Office Shears by Acme United Corporation,Small bag,9,1031.06,0.03,39.36,115.79,1.99,2021/12/19 00:00
6754,2022/11/1 00:00,Blake,L3,Train,Northwest,Gansu,Baiyin,Technique,Accessory,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,48,538.22,0.01,-154.66,10.97,6.5,2022/11/3 00:00
7431,2020/7/22 00:00,Blake,L3,Train,Northwest,Shanxi,Tongchuan,Office,Box,Kleencut_ Forged Office Shears by Acme United Corporation,Medium Box,38,299.01,0.09,-142.86,7.98,6.5,2020/7/23 00:00
7458,2023/6/26 00:00,Blake,L3,Train,South,Guangdong,Shaoguan,Office,Scissor,Kleencut_ Forged Office Shears by Acme United Corporation,Small bag,35,322.82,0.05,-17.58,9.31,3.98,2023/6/28 00:00
7783,2023/4/4 00:00,Blake,L3,Train,South,Hainan,Haikou,Furniture,Decorator,Kleencut_ Forged Office Shears by Acme United Corporation,Paperbag,46,1815.49,0.03,782.91,39.89,3.04,2023/4/5 00:00
7812,2022/7/11 00:00,Blake,L3,Train,South,Hainan,Haikou,Technique,Accessory,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,21,816.06,0.07,97.24,70.4,18.48,2022/7/13 00:00
7815,2020/4/14 00:00,Blake,L3,Train,Southwest,Xicang,Lasa,Office,undefined,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,38,188.38,0.04,-120.12,4.91,5.68,2020/4/15 00:00
8646,2020/6/30 00:00,Blake,L3,Truck,North,Neimenggu,Wulanchabu,Furniture,Bookshelves,Kleencut_ Forged Office Shears by Acme United Corporation,Huge Paperbag,10,1457.11,0.08,-143.65,251.96,49.83,2020/7/1 00:00
8677,2023/12/29 00:00,Blake,Others,Plain,East,Shandong,Laiwu,Office,Appliance,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,103,5054.8155,0.24,675.1,243.37,26.88,2023/12/31 00:00
8868,2020/4/20 00:00,Blake,Others,Plain,North,Shanxi,Taiyuan,Office,band,Kleencut_ Forged Office Shears by Acme United Corporation,Paperbag,43,118.43,0.07,39.15,6.1,1.26,2020/4/24 00:00
8961,2022/9/18 00:00,Blake,Others,Plain,Northeast,Jilin,Tonghua,Office,Appliance,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,28,1166.29,0.07,302.86,41.71,4.5,2022/9/23 00:00
8993,2022/8/18 00:00,Blake,Others,Plain,Northwest,Ningxia,Wuzhong,Office,Envelop,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,2,30.83,0.04,7.27,7.64,1.39,2022/8/20 00:00
9088,2020/9/12 00:00,Blake,Others,Plain,South,Guangdong,Foshan,Technique,Accessory,Kleencut_ Forged Office Shears by Acme United Corporation,Small bag,32,162.25,0.05,-43.21,4.77,2.39,2020/9/14 00:00
9089,2021/8/13 00:00,Blake,Others,Plain,South,Guangdong,Yangjiang,Furniture,Decorator,Kleencut_ Forged Office Shears by Acme United Corporation,Small bag,23,524.25,0.06,152.31,22.23,8.99,2021/8/14 00:00
9509,2023/12/29 00:00,Blake,Others,Train,Center,Henan,Nanyang,Office,Paper,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,71,12310.35,0.26,2571.18,817.85,62.64,2023/12/29 00:00
9537,2022/5/6 00:00,Blake,Others,Train,East,Jiangsu,Lianyungang,Office,Scissor,Kleencut_ Forged Office Shears by Acme United Corporation,Small bag,56,375.62,0.04,-246.95,11.39,9.86,2022/5/8 00:00
9568,2021/5/28 00:00,Blake,Others,Train,East,Jiangxi,Jiujiang,Office,undefined,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,110,6392.19,0.16,-2376.19,154.69,92.85,2021/5/30 00:00
9796,2021/12/1 00:00,Blake,Others,Train,East,Zhejiang,Huzhou,Office,Paper,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,27,644.4,0.04,-97.28,22.84,16.87,2021/12/2 00:00
9925,2023/4/22 00:00,Blake,Others,Train,East,Zhejiang,Quzhou,Office,undefined,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,14,278.27,0.02,-51.91,19.35,12.79,2023/4/25 00:00
9926,2021/1/1 00:00,Blake,Others,Train,North,Neimenggu,Huhehaote,Office,Scissor,Kleencut_ Forged Office Shears by Acme United Corporation,Paperbag,3,9.4,0.04,-7.6,2.52,1.92,2021/1/3 00:00
9927,2022/11/6 00:00,Blake,Others,Train,North,Shanxi,Lvliang,Office,Envelop,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,17,184.09,0.07,4.79,11.09,5.25,2022/11/7 00:00
10247,2021/4/2 00:00,Blake,Others,Train,North,Shanxi,Yangquan,Office,undefined,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,23,496.15,0.03,213.38,20.98,1.49,2021/4/4 00:00
10272,2020/4/9 00:00,Blake,Others,Train,North,Shanxi,Yangquan,Technique,Telephone,Kleencut_ Forged Office Shears by Acme United Corporation,Small Box,17,959.615,0.05,-128.79,123.96,3.99,2020/4/9 00:00
10435,2021/10/31 00:00,Blake,Others,Train,North,Shanxi,Yuncheng,Furniture,Decorator,Kleencut_ Forged Office Shears by Acme United Corporation,Large Box,50,742.05,0.05,-337.98,14.89,13.56,2021/11/2 00:00
